Id,LotArea,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
1290,11065,NridgHt,1Fam,2Story,2006,2006,1970,3,1,Ex,1,Gd,BuiltIn,2006,3,753,2006,Partial,281000
1291,14112,NAmes,1Fam,SLvl,1964,1964,1152,3,1,TA,1,Gd,Attchd,1964,2,484,2010,Normal,180500
1292,1680,BrDale,Twnhs,2Story,1972,1972,1302,3,1,TA,0,NA,Detchd,1972,1,264,2009,Normal,119500
1293,6600,OldTown,1Fam,2Story,1892,1965,2372,4,2,TA,0,NA,Attchd,1985,1,432,2009,Normal,107500
1294,10140,NWAmes,1Fam,2Story,1976,1976,1664,4,1,TA,1,TA,Attchd,1976,2,528,2006,Normal,162900
1295,8172,Edwards,1Fam,1Story,1955,1990,864,2,1,TA,0,NA,Detchd,1957,2,572,2006,Normal,115000
1296,8400,NAmes,1Fam,1Story,1968,1968,1052,3,1,TA,0,NA,Attchd,1968,1,288,2006,Normal,138500
1297,8700,NAmes,1Fam,1Story,1963,1963,1128,3,1,TA,0,NA,Attchd,1963,2,525,2008,Normal,155000
1298,3675,Edwards,TwnhsE,SFoyer,2005,2006,1072,2,1,TA,0,NA,Basment,2005,2,525,2006,Partial,140000
1299,63887,Edwards,1Fam,2Story,2008,2008,5642,3,1,Ex,3,Gd,Attchd,2008,2,1418,2008,Partial,160000
1300,7500,NAmes,1Fam,1Story,1959,1994,1246,3,1,Gd,0,NA,Attchd,1959,1,305,2010,Normal,154000
1301,10762,Gilbert,1Fam,2Story,1999,1999,1983,3,1,Gd,1,TA,Attchd,1999,2,490,2009,Normal,225000
1302,7500,Crawfor,1Fam,2Story,1942,1950,1494,3,1,Gd,2,Gd,Attchd,1942,1,213,2009,Normal,177500
1303,10120,NoRidge,1Fam,2Story,1994,1994,2526,4,1,Gd,1,TA,Attchd,1994,3,844,2006,Normal,290000
1304,8688,Somerst,1Fam,1Story,2005,2005,1616,3,1,Gd,0,NA,Attchd,2005,3,834,2006,Normal,232000
1305,3363,Edwards,TwnhsE,2Story,2004,2004,1708,3,1,Gd,0,NA,Detchd,2004,2,380,2006,Normal,130000
1306,13173,NridgHt,1Fam,1Story,2006,2007,1652,2,1,Ex,2,Ex,Attchd,2006,2,840,2009,Normal,325000
1307,6955,NridgHt,TwnhsE,1Story,2005,2006,1368,2,1,Gd,1,Gd,Attchd,2005,2,474,2006,Partial,202500
1308,8072,CollgCr,1Fam,1Story,1994,1995,990,3,1,TA,0,NA,Detchd,2000,2,480,2009,Normal,138000
1309,12000,OldTown,1Fam,1Story,1948,2005,1122,2,1,Gd,0,NA,Attchd,1948,2,528,2008,Normal,147000
1310,7153,SawyerW,1Fam,1Story,1991,1991,1294,3,1,Gd,0,NA,Attchd,1991,2,496,2008,Normal,179200
1311,17500,Crawfor,1Fam,1Story,1959,2002,1902,3,1,Ex,2,TA,Attchd,1959,2,567,2010,Normal,335000
1312,8814,CollgCr,1Fam,1Story,2005,2007,1274,3,1,Gd,0,NA,Attchd,2005,2,508,2007,Partial,203000
1313,9572,NoRidge,1Fam,2Story,1990,1990,2810,4,1,Gd,1,Ex,Attchd,1990,2,750,2007,Normal,302000
1314,14774,NoRidge,1Fam,2Story,1999,1999,2599,4,1,Gd,1,TA,BuiltIn,1999,3,779,2010,Normal,333168
1315,8190,Edwards,1Fam,1Story,1954,1954,948,3,1,TA,1,TA,Detchd,1956,1,280,2007,Normal,119000
1316,11075,NAmes,1Fam,2Story,1969,1969,2112,4,1,TA,2,Gd,Attchd,1969,2,576,2008,Normal,206900
1317,10226,CollgCr,1Fam,1Story,2008,2008,1630,3,1,Ex,1,Gd,Attchd,2008,3,860,2009,Normal,295493
1318,4230,Somerst,TwnhsE,1Story,2006,2007,1352,2,1,Gd,1,Gd,Attchd,2006,2,466,2007,Partial,208900
1319,14781,CollgCr,1Fam,1Story,2001,2002,1787,3,1,Gd,1,TA,Attchd,2001,3,748,2006,Normal,275000
1320,10215,Edwards,1Fam,1Story,1954,1954,948,3,1,TA,0,NA,Attchd,1954,1,248,2007,Normal,111000
1321,8400,NAmes,1Fam,1Story,1957,1957,1478,3,1,TA,2,Gd,Attchd,1957,2,442,2009,Normal,156500
1322,6627,BrkSide,1Fam,1Story,1949,1950,720,2,1,TA,0,NA,Detchd,1955,1,287,2008,Normal,72500
1323,10186,NoRidge,1Fam,2Story,1992,1992,1923,3,1,Gd,1,TA,Attchd,1992,2,564,2010,Normal,190000
1324,5330,BrkSide,1Fam,1Story,1940,1950,708,2,1,Fa,0,NA,NA,NA,0,0,2009,Normal,82500
1325,9986,Somerst,1Fam,1Story,2006,2007,1795,2,1,Gd,1,Gd,Attchd,2007,3,895,2007,Partial,147000
1326,3636,IDOTRR,1Fam,1Story,1922,1950,796,2,1,TA,0,NA,NA,NA,0,0,2008,Normal,55000
1327,4270,Edwards,1Fam,1Story,1931,2006,774,3,1,Gd,0,NA,NA,NA,0,0,2007,Normal,79000
1328,6600,Mitchel,1Fam,1Story,1982,2008,816,3,1,Gd,1,Ex,Attchd,1982,1,264,2008,Normal,130500
1329,10440,OldTown,1Fam,1.5Fin,1920,1950,2792,5,1,TA,2,TA,Detchd,1920,2,520,2008,Normal,256000
1330,9084,Gilbert,1Fam,2Story,1998,1998,1632,3,1,TA,1,TA,Attchd,1998,2,462,2006,Normal,176500
1331,10000,Somerst,1Fam,1Story,2006,2006,1588,3,1,Gd,1,Gd,Attchd,2006,3,825,2007,Normal,227000
1332,10780,CollgCr,1Fam,SLvl,1976,1976,954,3,1,TA,0,NA,Detchd,1976,2,576,2006,Normal,132500
1333,8877,Edwards,1Fam,1Story,1938,1958,816,2,1,TA,1,Gd,Detchd,1958,1,288,2009,Normal,100000
1334,7200,IDOTRR,1Fam,1.5Fin,1938,1995,1360,2,1,Gd,0,NA,Detchd,1951,1,297,2006,Normal,125500
1335,2368,BrDale,TwnhsE,2Story,1970,1970,1365,3,1,TA,0,NA,Attchd,1970,2,440,2009,Normal,125000
1336,9650,NWAmes,1Fam,1Story,1977,1977,1334,2,1,TA,1,TA,Attchd,1977,2,630,2009,Normal,167900
1337,9246,NWAmes,Duplex,1Story,1973,1973,1656,4,2,TA,0,NA,Detchd,1973,2,506,2008,Normal,135000
1338,4118,OldTown,1Fam,1Story,1941,1950,693,2,1,Fa,0,NA,NA,NA,0,0,2006,Normal,52500
1339,13450,CollgCr,1Fam,2Story,2002,2002,1861,3,1,Gd,0,NA,BuiltIn,2002,2,492,2006,Normal,200000
1340,9560,CollgCr,1Fam,1Story,1972,1972,864,3,1,TA,0,NA,Attchd,1972,1,288,2006,Normal,128500
1341,8294,NAmes,1Fam,1Story,1971,1971,872,3,1,TA,0,NA,Detchd,1974,4,480,2007,Normal,123000
1342,13695,SawyerW,1Fam,1Story,2003,2004,1114,3,1,Gd,0,NA,Detchd,2004,2,576,2008,Normal,155000
1343,9375,CollgCr,1Fam,2Story,2002,2002,2169,3,1,Gd,1,Gd,Attchd,2002,2,647,2007,Normal,228500
1344,7558,Crawfor,1Fam,1.5Fin,1928,1950,1913,3,1,TA,1,TA,Detchd,1929,2,342,2009,Normal,177000
1345,11103,CollgCr,1Fam,2Story,2006,2006,1456,3,1,Gd,1,TA,Attchd,2006,2,440,2007,Partial,155835
1346,6000,OldTown,1Fam,1Story,1920,1950,960,2,1,Fa,0,NA,Detchd,1997,1,308,2007,Normal,108500
1347,20781,NWAmes,1Fam,1Story,1968,2003,2156,3,1,TA,1,Gd,Attchd,1968,2,508,2006,Normal,262500
1348,15306,Timber,1Fam,1Story,2006,2007,1776,3,1,Gd,1,Gd,Attchd,2006,3,712,2007,Partial,283463
1349,16196,SawyerW,1Fam,1Story,1998,1998,1494,3,1,Gd,1,Fa,Attchd,1998,2,514,2007,Normal,215000
1350,5250,OldTown,1Fam,2Story,1872,1987,2358,4,1,TA,0,NA,NA,NA,0,0,2008,Normal,122000
1351,11643,NAmes,Duplex,2Story,1969,1969,2634,6,2,TA,0,NA,Detchd,1969,4,968,2009,Normal,200000
1352,9247,NAmes,1Fam,2Story,1962,1962,1716,4,1,TA,1,Gd,Attchd,1962,2,490,2008,Normal,171000
1353,6000,BrkSide,1Fam,1.5Fin,1937,2000,1176,2,1,TA,0,NA,Detchd,1999,2,624,2009,Normal,134900
1354,14720,NoRidge,1Fam,1.5Fin,1995,1996,3238,4,1,Gd,1,Ex,Attchd,1996,3,666,2010,Normal,410000
1355,10316,CollgCr,1Fam,2Story,2000,2000,1865,3,1,Gd,1,TA,Attchd,2000,3,839,2008,Normal,235000
1356,10192,NWAmes,1Fam,SLvl,1968,1992,1920,4,1,Gd,1,TA,Attchd,1968,2,487,2006,Normal,170000
1357,9477,NAmes,1Fam,1Story,1966,1966,892,3,1,TA,0,NA,Attchd,1966,1,264,2008,Normal,110000
1358,12537,NAmes,1Fam,1Story,1971,2008,1078,3,1,TA,1,Fa,Attchd,1971,2,500,2010,Normal,149900
1359,2117,Somerst,Twnhs,2Story,2000,2000,1573,3,1,Gd,0,NA,Detchd,2000,2,440,2010,Normal,177500
1360,16737,NridgHt,1Fam,1Story,2004,2005,1980,3,1,Ex,1,Gd,Attchd,2004,3,770,2006,Normal,315000
1361,9842,SWISU,1Fam,2Story,1921,1998,2601,4,1,TA,0,NA,BuiltIn,1998,2,621,2008,Normal,189000
1362,16158,StoneBr,1Fam,1Story,2005,2005,1530,3,1,Gd,1,Gd,Attchd,2005,2,430,2009,Normal,260000
1363,12513,NAmes,1Fam,1.5Fin,1920,2007,1738,4,1,TA,1,Gd,Attchd,1920,1,368,2009,Normal,104900
1364,8499,Gilbert,1Fam,2Story,2006,2007,1412,3,1,Gd,1,Gd,BuiltIn,2007,2,432,2007,Partial,156932
1365,3180,Somerst,TwnhsE,2Story,2005,2005,1200,2,1,Gd,0,NA,Detchd,2005,2,480,2006,Abnorml,144152
1366,7500,Somerst,1Fam,2Story,2000,2000,1674,3,1,Gd,0,NA,Attchd,2000,2,663,2010,Normal,216000
1367,9179,CollgCr,1Fam,2Story,1999,1999,1790,3,1,Gd,0,NA,Attchd,1999,2,588,2008,Abnorml,193000
1368,2665,MeadowV,TwnhsE,2Story,1977,1977,1475,4,1,TA,1,TA,Attchd,1977,1,336,2006,Normal,127000
1369,4435,CollgCr,TwnhsE,1Story,2003,2004,848,1,1,Gd,0,NA,Attchd,2003,2,420,2009,Normal,144000
1370,10635,CollgCr,1Fam,1Story,2003,2003,1668,3,1,Gd,1,TA,Attchd,2003,2,502,2010,Normal,232000
1371,5400,OldTown,1Fam,1.5Fin,1920,1950,1374,2,1,TA,0,NA,Detchd,1967,1,338,2009,Normal,105000
1372,9600,NAmes,1Fam,SLvl,1955,1996,1661,3,1,Gd,1,TA,BuiltIn,1955,1,377,2008,Normal,165500
1373,9750,CollgCr,1Fam,2Story,1998,1998,2097,3,1,Gd,1,TA,Detchd,1998,2,583,2006,Normal,274300
1374,11400,NoRidge,1Fam,1Story,2001,2002,2633,2,1,Ex,2,Gd,Attchd,2001,3,804,2007,Normal,466500
1375,10625,Somerst,1Fam,2Story,2005,2005,1958,3,1,Gd,1,Gd,Attchd,2005,3,936,2008,Normal,250000
1376,10991,Timber,1Fam,1Story,2007,2007,1571,3,1,Gd,1,Gd,Attchd,2007,3,722,2007,Partial,239000
1377,6292,SWISU,1Fam,1Story,1930,1950,790,2,1,TA,0,NA,Detchd,1925,1,160,2008,Normal,91000
1378,10998,Edwards,1Fam,1.5Fin,1941,1960,1604,3,1,TA,0,NA,Detchd,1977,2,660,2009,Normal,117000
1379,1953,BrDale,Twnhs,2Story,1973,1973,987,2,1,TA,0,NA,Detchd,1973,1,264,2006,Normal,83000
1380,9735,Timber,1Fam,SLvl,2006,2007,1394,3,1,Gd,0,NA,BuiltIn,2007,2,400,2008,Normal,167500
1381,8212,Edwards,1Fam,1Story,1914,1950,864,2,1,TA,0,NA,Detchd,1938,1,200,2010,Normal,58500
1382,12925,NAmes,1Fam,1Story,1970,1970,2117,4,1,TA,2,Gd,Attchd,1970,2,550,2008,Normal,237500
1383,7200,OldTown,1Fam,2Story,1920,1950,1762,4,1,Gd,0,NA,Detchd,1989,2,576,2006,Normal,157000
1384,25339,Sawyer,1Fam,1Story,1918,2007,1416,3,1,Gd,0,NA,Attchd,2007,2,576,2007,Normal,112000
1385,9060,Edwards,1Fam,1.5Fin,1939,1950,1258,2,1,TA,0,NA,Detchd,1939,1,280,2009,Normal,105000
1386,5436,IDOTRR,1Fam,1.5Fin,1922,2007,1154,3,1,Gd,0,NA,Detchd,1922,1,240,2010,Normal,125500
1387,16692,NWAmes,1Fam,2Story,1978,1978,2784,5,1,Gd,2,TA,Attchd,1978,2,564,2006,Normal,250000
1388,8520,OldTown,1Fam,1.5Fin,1916,1950,2526,5,1,Gd,1,Gd,Detchd,1916,1,216,2007,Family,136000
1389,14892,Gilbert,1Fam,1Story,2006,2007,1746,3,1,Ex,2,Gd,Attchd,2006,3,758,2009,Normal,377500
1390,6000,BrkSide,1Fam,1.5Fin,1941,1950,1218,3,1,TA,1,Gd,Detchd,2003,2,440,2007,Normal,131000
1391,9100,CollgCr,1Fam,1Story,2000,2000,1525,3,1,Gd,0,NA,Attchd,2000,2,541,2006,Normal,235000
1392,8944,NAmes,Duplex,1Story,1967,1967,1584,4,2,TA,0,NA,Detchd,1967,3,792,2009,Normal,124000
1393,7838,NAmes,1Fam,SFoyer,1967,1967,900,3,1,TA,1,Po,Attchd,1967,1,288,2006,Normal,123000
1394,10800,OldTown,2fmCon,1.5Fin,1905,2000,1912,3,2,TA,1,TA,Detchd,2003,2,672,2008,Normal,163000
1395,4045,Blmngtn,TwnhsE,1Story,2006,2006,1500,2,1,Gd,1,Gd,Attchd,2006,3,648,2006,Partial,246578
1396,12665,Timber,1Fam,2Story,2005,2006,2482,4,1,Gd,1,Gd,BuiltIn,2005,3,642,2007,Normal,281213
1397,57200,Timber,1Fam,1Story,1948,1950,1687,3,1,TA,2,TA,Detchd,1966,2,572,2010,Normal,160000
1398,6120,BrkSide,1Fam,2Story,1920,2004,1513,4,1,TA,0,NA,Detchd,1933,1,180,2007,Normal,137500
1399,7200,NAmes,1Fam,1.5Fin,1950,1982,1904,3,1,TA,0,NA,Attchd,1950,1,240,2009,Normal,138000
1400,6171,SWISU,1Fam,1.5Fin,1925,1990,1608,3,1,Gd,1,Gd,Detchd,1925,1,216,2009,Normal,137450
1401,6000,BrkSide,1Fam,1.5Fin,1929,1950,1158,3,1,TA,1,Gd,BuiltIn,1929,1,208,2008,Normal,120000
1402,7415,Gilbert,1Fam,2Story,2004,2004,1593,3,1,TA,1,TA,Attchd,2004,2,398,2008,Normal,193000
1403,6762,CollgCr,1Fam,1Story,2006,2006,1294,2,1,Gd,1,Gd,Attchd,2006,2,662,2006,Partial,193879
1404,15256,Somerst,1Fam,1Story,2007,2007,1464,3,1,Gd,0,NA,Attchd,2007,3,754,2007,Normal,282922
1405,10410,OldTown,1Fam,1.5Fin,1915,1950,1214,3,1,TA,0,NA,Detchd,1998,3,936,2006,Family,105000
1406,3842,Crawfor,TwnhsE,1Story,2004,2005,1646,2,1,Gd,1,Gd,Attchd,2004,2,482,2008,Normal,275000
1407,8445,CollgCr,1Fam,SFoyer,1972,2007,768,2,1,TA,0,NA,Detchd,1988,2,396,2009,Normal,133000
1408,8780,Mitchel,1Fam,1Story,1985,1985,833,3,1,TA,0,NA,NA,NA,0,0,2009,Normal,112000
1409,7740,OldTown,1Fam,2Story,1910,1950,1363,3,1,TA,0,NA,Detchd,1966,2,528,2010,Normal,125500
1410,20544,NWAmes,1Fam,2Story,1986,1991,2093,3,1,TA,1,TA,Attchd,1986,2,542,2008,Normal,215000
1411,12420,CollgCr,1Fam,2Story,2001,2001,1840,3,1,Gd,0,NA,Attchd,2001,2,622,2009,Normal,230000
1412,9600,NAmes,1Fam,1.5Fin,1950,2005,1668,3,1,TA,0,NA,Attchd,1950,1,271,2009,Normal,140000
1413,7200,NAmes,Duplex,1Story,1949,1950,1040,2,2,TA,0,NA,Detchd,1956,2,420,2009,Normal,90000
1414,10994,SawyerW,1Fam,1Story,2005,2006,1844,2,1,Gd,1,Gd,Attchd,2005,2,620,2009,Abnorml,257000
1415,13053,BrkSide,1Fam,1.5Fin,1923,2000,1848,4,1,Gd,1,Gd,Detchd,1922,2,370,2008,Normal,207000
1416,3635,Blmngtn,TwnhsE,1Story,2007,2007,1569,1,1,Gd,1,TA,Attchd,2007,3,660,2009,Normal,175900
1417,11340,OldTown,2fmCon,2Story,1885,1950,2290,4,2,TA,0,NA,Detchd,1971,2,560,2010,Normal,122500
1418,16545,NoRidge,1Fam,2Story,1998,1998,2450,3,1,Gd,1,TA,Attchd,1998,3,1069,2009,Normal,340000
1419,9204,NAmes,1Fam,1Story,1963,1963,1144,3,1,TA,0,NA,Detchd,1962,1,336,2008,Normal,124000
1420,16381,Crawfor,1Fam,1Story,1969,1969,1844,3,1,Gd,1,TA,Attchd,1969,2,540,2006,Normal,223000
1421,11700,NWAmes,1Fam,2Story,1968,1968,1416,3,1,TA,1,TA,Attchd,1968,2,776,2006,Normal,179900
1422,4043,NPkVill,TwnhsE,1Story,1977,1977,1069,2,1,TA,1,Fa,Attchd,1977,2,440,2010,Normal,127500
1423,4435,CollgCr,TwnhsE,1Story,2003,2003,848,1,1,Gd,0,NA,Attchd,2003,2,420,2008,Normal,136500
1424,19690,Edwards,1Fam,SLvl,1966,1966,2201,4,1,Gd,1,Gd,Attchd,1966,2,432,2006,Alloca,274970
1425,9503,NAmes,1Fam,1Story,1958,1983,1344,2,1,TA,1,TA,Detchd,1970,1,484,2007,Normal,144000
1426,10721,NAmes,1Fam,1Story,1959,1959,1252,3,1,Gd,0,NA,Detchd,1960,2,528,2008,Normal,142000
1427,10944,NoRidge,1Fam,2Story,1994,1994,2127,3,1,Gd,2,TA,Attchd,1994,2,525,2008,Normal,271000
1428,10930,NAmes,1Fam,1.5Fin,1945,1950,1558,3,1,TA,1,TA,Attchd,1962,1,288,2008,Normal,140000
1429,7200,OldTown,1Fam,1Story,1940,1992,804,2,1,Gd,2,Gd,Attchd,1940,1,240,2010,Abnorml,119000
1430,12546,NWAmes,1Fam,1Story,1981,1981,1440,3,1,Gd,1,TA,Attchd,1981,2,467,2007,Normal,182900
1431,21930,Gilbert,1Fam,2Story,2005,2005,1838,4,1,TA,1,Gd,BuiltIn,2005,2,372,2006,Normal,192140
1432,4928,NPkVill,TwnhsE,1Story,1976,1976,958,2,1,TA,0,NA,Attchd,1976,2,440,2009,Normal,143750
1433,10800,OldTown,1Fam,1Story,1927,2007,968,4,1,TA,0,NA,Detchd,1928,1,216,2007,Normal,64500
1434,10261,Gilbert,1Fam,2Story,2000,2000,1792,3,1,TA,1,TA,Attchd,2000,2,451,2008,Normal,186500
1435,17400,Mitchel,1Fam,1Story,1977,1977,1126,3,1,TA,1,Gd,Attchd,1977,2,484,2006,Normal,160000
1436,8400,NAmes,1Fam,1Story,1962,2005,1537,3,1,Gd,1,Gd,Attchd,1962,2,462,2008,Abnorml,174000
1437,9000,NAmes,1Fam,1Story,1971,1971,864,3,1,TA,0,NA,Detchd,1974,2,528,2007,Normal,120500
1438,12444,NridgHt,1Fam,1Story,2008,2008,1932,2,1,Ex,1,Gd,Attchd,2008,3,774,2008,Partial,394617
1439,7407,OldTown,1Fam,1Story,1957,1996,1236,2,1,TA,0,NA,Attchd,1957,2,923,2010,Normal,149700
1440,11584,NWAmes,1Fam,SLvl,1979,1979,1725,3,1,TA,1,TA,Attchd,1979,2,550,2007,Normal,197000
1441,11526,Crawfor,1Fam,2.5Fin,1922,1994,2555,3,1,TA,1,Gd,Detchd,1993,2,672,2008,Normal,191000
1442,4426,CollgCr,TwnhsE,1Story,2004,2004,848,1,1,Gd,1,TA,Attchd,2004,2,420,2008,Normal,149300
1443,11003,Somerst,1Fam,2Story,2008,2008,2007,3,1,Ex,1,Ex,Attchd,2008,3,812,2009,Normal,310000
1444,8854,BrkSide,1Fam,1.5Unf,1916,1950,952,2,1,Fa,1,Gd,Detchd,1916,1,192,2009,Normal,121000
1445,8500,CollgCr,1Fam,1Story,2004,2004,1422,3,1,Gd,0,NA,Attchd,2004,2,626,2007,Normal,179600
1446,8400,Sawyer,1Fam,SFoyer,1966,1966,913,3,1,TA,0,NA,Detchd,1990,1,240,2007,Normal,129000
1447,26142,Mitchel,1Fam,1Story,1962,1962,1188,3,1,TA,0,NA,Attchd,1962,1,312,2010,Normal,157900
1448,10000,CollgCr,1Fam,2Story,1995,1996,2090,3,1,Gd,1,TA,Attchd,1995,2,556,2007,Normal,240000
1449,11767,Edwards,1Fam,2Story,1910,2000,1346,2,1,TA,0,NA,Detchd,1950,1,384,2007,Normal,112000
1450,1533,MeadowV,Twnhs,SFoyer,1970,1970,630,1,1,Ex,0,NA,NA,NA,0,0,2006,Abnorml,92000
1451,9000,NAmes,Duplex,2Story,1974,1974,1792,4,2,TA,0,NA,NA,NA,0,0,2009,Normal,136000
1452,9262,Somerst,1Fam,1Story,2008,2009,1578,3,1,Ex,1,Gd,Attchd,2008,3,840,2009,Partial,287090
1453,3675,Edwards,TwnhsE,SLvl,2005,2005,1072,2,1,TA,0,NA,Basment,2005,2,525,2006,Normal,145000
1454,17217,Mitchel,1Fam,1Story,2006,2006,1140,3,1,TA,0,NA,NA,NA,0,0,2006,Abnorml,84500
1455,7500,Somerst,1Fam,1Story,2004,2005,1221,2,1,Gd,0,NA,Attchd,2004,2,400,2009,Normal,185000
1456,7917,Gilbert,1Fam,2Story,1999,2000,1647,3,1,TA,1,TA,Attchd,1999,2,460,2007,Normal,175000
1457,13175,NWAmes,1Fam,1Story,1978,1988,2073,3,1,TA,2,TA,Attchd,1978,2,500,2010,Normal,210000
1458,9042,Crawfor,1Fam,2Story,1941,2006,2340,4,1,Gd,2,Gd,Attchd,1941,1,252,2010,Normal,266500
1459,9717,NAmes,1Fam,1Story,1950,1996,1078,2,1,Gd,0,NA,Attchd,1950,1,240,2010,Normal,142125
1460,9937,Edwards,1Fam,1Story,1965,1965,1256,3,1,TA,0,NA,Attchd,1965,1,276,2008,Normal,147500
